X(mm)	Measured heigth (nm)	Residual Heigth (nm)	Slope (micror-rad)	Residual slope (microrad)
86.00	-2693.33	-3.87	-25.7298	2.08705
87.00	-2719.00	-2.59	-25.6789	2.05172
88.00	-2744.68	-1.38	-25.6757	1.96862
89.00	-2770.45	-0.35	-25.7673	1.79076
90.00	-2796.22	0.59	-25.7724	1.69939
91.00	-2822.03	1.42	-25.806	1.57956
92.00	-2847.85	2.14	-25.8278	1.47141
93.00	-2873.71	2.75	-25.8586	1.35435
94.00	-2899.64	3.21	-25.9298	1.19689
95.00	-2925.53	3.62	-25.8914	1.14901
96.00	-2951.40	3.98	-25.868	1.08613
97.00	-2977.29	4.22	-25.8928	0.975063
98.00	-3003.21	4.36	-25.9171	0.864504
99.00	-3029.15	4.40	-25.9389	0.756385
100.00	-3055.03	4.41	-25.8774	0.731659
101.00	-3080.88	4.37	-25.8474	0.67539
102.00	-3106.76	4.22	-25.8842	0.552318
103.00	-3132.67	3.96	-25.9071	0.443161
104.00	-3158.57	3.62	-25.9003	0.363636
105.00	-3184.48	3.18	-25.9151	0.262605
106.00	-3210.42	2.64	-25.936	0.15538
107.00	-3236.32	2.06	-25.9004	0.104704
108.00	-3262.17	1.44	-25.8493	0.0695989
109.00	-3287.92	0.84	-25.7527	0.0798856
110.00	-3313.62	0.21	-25.6975	0.0487832
111.00	-3339.26	-0.45	-25.6453	0.0147581
112.00	-3364.83	-1.11	-25.5627	0.0110937
113.00	-3390.30	-1.76	-25.4696	0.0178547
114.00	-3415.66	-2.38	-25.3633	0.0379109
115.00	-3440.92	-2.98	-25.2574	0.057513
116.00	-3466.10	-3.60	-25.1867	0.0419328
117.00	-3491.22	-4.23	-25.1205	0.0219233
118.00	-3516.26	-4.85	-25.0356	0.0205055
119.00	-3541.24	-5.51	-24.9851	-0.0152991
120.00	-3566.15	-6.17	-24.9041	-0.020574
121.00	-3590.97	-6.84	-24.8251	-0.027849
122.00	-3615.71	-7.49	-24.7366	-0.0255529
123.00	-3640.36	-8.14	-24.6486	-0.023866
124.00	-3665.00	-8.87	-24.6409	-0.102497
125.00	-3689.65	-9.69	-24.6471	-0.194891
126.00	-3714.27	-10.56	-24.6201	-0.254158
127.00	-3738.89	-11.51	-24.6213	-0.341678
128.00	-3763.52	-12.55	-24.6291	-0.43573
129.00	-3788.11	-13.65	-24.5964	-0.489369
130.00	-3812.62	-14.74	-24.5068	-0.485967
131.00	-3837.03	-15.80	-24.406	-0.471484
132.00	-3861.34	-16.86	-24.3157	-0.467457
133.00	-3885.58	-17.93	-24.2394	-0.477375
134.00	-3909.68	-18.94	-24.1032	-0.427529
135.00	-3933.70	-19.96	-24.0206	-0.431183
136.00	-3957.70	-21.02	-23.9914	-0.488292
137.00	-3981.58	-22.06	-23.8863	-0.469383
138.00	-4005.36	-23.08	-23.7742	-0.443586
139.00	-4028.96	-24.00	-23.6031	-0.358724
140.00	-4052.36	-24.81	-23.4038	-0.245725
141.00	-4075.54	-25.47	-23.1729	-0.1011
142.00	-4098.48	-25.98	-22.9463	0.0392309
143.00	-4121.34	-26.49	-22.8589	0.0403174
144.00	-4144.10	-26.99	-22.7599	0.0530034
145.00	-4166.80	-27.50	-22.6954	0.0312798
146.00	-4189.41	-28.01	-22.6169	0.0235248
147.00	-4211.92	-28.50	-22.5012	0.0529651
148.00	-4234.37	-29.01	-22.4503	0.0175626
149.00	-4256.73	-29.51	-22.3599	0.0217167
150.00	-4279.03	-30.05	-22.3033	-0.00800978
151.00	-4301.28	-30.60	-22.2467	-0.0376921
152.00	-4323.43	-31.15	-22.1575	-0.0346986
153.00	-4345.47	-31.67	-22.0398	-0.00334466
154.00	-4367.36	-32.11	-21.8896	0.0606124
155.00	-4389.04	-32.43	-21.6729	0.191023
156.00	-4410.50	-32.61	-21.4628	0.314883
157.00	-4431.86	-32.78	-21.3591	0.332228
158.00	-4453.10	-32.90	-21.2391	0.365988
159.00	-4474.20	-32.97	-21.1002	0.418621
160.00	-4495.20	-33.03	-21.0036	0.428996
161.00	-4516.20	-33.16	-20.9999	0.346337
162.00	-4537.25	-33.43	-21.0507	0.20928
163.00	-4558.41	-33.88	-21.1545	0.0191834
164.00	-4579.65	-34.51	-21.243	-0.155539
165.00	-4600.82	-35.14	-21.1729	-0.171681
166.00	-4621.96	-35.83	-21.1432	-0.228341
167.00	-4643.07	-36.57	-21.1086	-0.279984
168.00	-4664.23	-37.44	-21.1609	-0.418554
169.00	-4685.45	-38.45	-21.2128	-0.556673
170.00	-4706.58	-39.46	-21.1356	-0.565765
171.00	-4727.66	-40.49	-21.0758	-0.592225
172.00	-4748.61	-41.48	-20.9516	-0.554308
173.00	-4769.44	-42.44	-20.8311	-0.520091
174.00	-4790.10	-43.30	-20.6592	-0.434518
175.00	-4810.56	-44.05	-20.4634	-0.325021
176.00	-4830.89	-44.76	-20.3317	-0.279588
177.00	-4851.10	-45.41	-20.2034	-0.23756
178.00	-4871.15	-46.00	-20.0488	-0.169218
179.00	-4891.02	-46.49	-19.874	-0.0806423
180.00	-4910.74	-46.90	-19.7157	-0.00863675
181.00	-4930.37	-47.32	-19.6332	-0.0124574
182.00	-4949.95	-47.77	-19.5837	-0.0491796
183.00	-4969.48	-48.24	-19.5269	-0.078678
184.00	-4988.91	-48.70	-19.4343	-0.0723867
185.00	-5008.16	-49.06	-19.2465	0.0291314
186.00	-5027.25	-49.35	-19.0902	0.0992521
187.00	-5046.17	-49.54	-18.9137	0.189444
188.00	-5064.94	-49.66	-18.7704	0.246415
189.00	-5083.62	-49.79	-18.6873	0.243284
190.00	-5102.24	-49.94	-18.6194	0.224921
191.00	-5120.87	-50.17	-18.6321	0.125894
192.00	-5139.49	-50.48	-18.615	0.0567881
193.00	-5158.06	-50.82	-18.5703	0.015177
194.00	-5176.63	-51.24	-18.5672	-0.0679633
195.00	-5195.16	-51.70	-18.5292	-0.116241
196.00	-5213.67	-52.23	-18.5101	-0.183483
197.00	-5232.12	-52.78	-18.4502	-0.209794
198.00	-5250.48	-53.33	-18.3647	-0.210586
199.00	-5268.80	-53.92	-18.321	-0.253171
200.00	-5287.00	-54.46	-18.1971	-0.215499
201.00	-5305.12	-55.01	-18.1211	-0.225791
202.00	-5323.12	-55.53	-18.0025	-0.193535
203.00	-5340.94	-55.94	-17.8149	-0.0922052
204.00	-5358.58	-56.25	-17.6406	-0.00410164
205.00	-5376.01	-56.45	-17.4353	0.114925
206.00	-5393.31	-56.58	-17.2937	0.170188
207.00	-5410.48	-56.69	-17.1773	0.200365
208.00	-5427.51	-56.72	-17.029	0.262323
209.00	-5444.40	-56.70	-16.8883	0.31674
210.00	-5461.18	-56.65	-16.7769	0.341939
211.00	-5477.84	-56.56	-16.6591	0.373412
212.00	-5494.40	-56.46	-16.5605	0.38576
213.00	-5510.84	-56.31	-16.4371	0.4229
214.00	-5527.16	-56.14	-16.3218	0.451883
215.00	-5543.41	-55.97	-16.2546	0.432804
216.00	-5559.53	-55.76	-16.123	0.478197
217.00	-5575.57	-55.55	-16.04	0.474849
218.00	-5591.57	-55.37	-15.9921	0.436517
219.00	-5607.54	-55.26	-15.97	0.372345
220.00	-5623.52	-55.24	-15.9849	0.271119
221.00	-5639.43	-55.23	-15.9107	0.259041
222.00	-5655.22	-55.17	-15.7867	0.29685
223.00	-5670.86	-55.06	-15.6435	0.353763
224.00	-5686.32	-54.84	-15.4556	0.455316
225.00	-5701.65	-54.58	-15.3327	0.491946
226.00	-5716.83	-54.25	-15.1812	0.557191
227.00	-5731.86	-53.85	-15.0259	0.626206
228.00	-5746.81	-53.45	-14.9469	0.618968
229.00	-5761.68	-53.06	-14.8745	0.605042
230.00	-5776.52	-52.72	-14.8366	0.556731
231.00	-5791.26	-52.37	-14.7486	0.558381
232.00	-5805.91	-52.00	-14.6498	0.570942
233.00	-5820.42	-51.57	-14.5029	0.63155
234.00	-5834.75	-51.05	-14.3282	0.72003
235.00	-5848.97	-50.51	-14.2289	0.733034
236.00	-5863.07	-49.92	-14.1	0.775603
237.00	-5877.05	-49.30	-13.9801	0.809265
238.00	-5890.91	-48.64	-13.8573	0.845828
239.00	-5904.67	-47.96	-13.7594	0.85741
240.00	-5918.40	-47.32	-13.7246	0.805939
241.00	-5931.98	-46.63	-13.5796	0.864666
242.00	-5945.43	-45.89	-13.4523	0.905686
243.00	-5958.76	-45.11	-13.3317	0.940033
244.00	-5971.95	-44.27	-13.186	0.999463
245.00	-5985.00	-43.39	-13.0592	1.04002
246.00	-5997.84	-42.36	-12.8317	1.18121
247.00	-6010.45	-41.19	-12.6134	1.31327
248.00	-6022.87	-39.92	-12.423	1.41733
249.00	-6035.12	-38.54	-12.2424	1.51172
250.00	-6047.20	-37.09	-12.0803	1.58753
251.00	-6059.13	-35.57	-11.9333	1.64824
252.00	-6070.91	-33.99	-11.7827	1.7126
253.00	-6082.52	-32.31	-11.6077	1.80131
254.00	-6093.92	-30.51	-11.4005	1.92217
255.00	-6105.20	-28.66	-11.2779	1.95851
256.00	-6116.33	-26.76	-11.1337	2.01648
257.00	-6127.36	-24.83	-11.0293	2.03461
258.00	-6138.32	-22.92	-10.9554	2.02221
259.00	-6149.32	-21.13	-11.007	1.88429
260.00	-6160.40	-19.50	-11.0813	1.72374
261.00	-6171.46	-17.94	-11.0603	1.65848
262.00	-6182.57	-16.50	-11.1012	1.53128
263.00	-6193.61	-15.08	-11.0453	1.50094
264.00	-6204.72	-13.81	-11.1117	1.34829
265.00	-6215.82	-12.61	-11.097	1.27666
266.00	-6226.89	-11.46	-11.066	1.22145
267.00	-6237.98	-10.43	-11.0951	1.10599
268.00	-6248.99	-9.38	-11.0048	1.11007
269.00	-6259.89	-8.32	-10.9048	1.12377
270.00	-6270.54	-7.09	-10.6514	1.29095
271.00	-6280.92	-5.66	-10.3769	1.47916
272.00	-6291.15	-4.17	-10.2272	1.54256
273.00	-6301.23	-2.62	-10.087	1.59649
274.00	-6311.22	-1.04	-9.98272	1.61448
275.00	-6321.16	0.49	-9.94207	1.56886
276.00	-6331.05	1.99	-9.8899	1.53475
277.00	-6340.88	3.46	-9.83374	1.50463
278.00	-6350.63	4.94	-9.74467	1.50743
279.00	-6360.30	6.41	-9.67137	1.49446
280.00	-6369.90	7.87	-9.60266	1.47689
281.00	-6379.47	9.28	-9.5692	1.42408
282.00	-6389.00	10.65	-9.52876	1.37825
283.00	-6398.45	12.01	-9.45639	1.36434
284.00	-6407.82	13.38	-9.36064	1.37381
285.00	-6417.15	14.69	-9.33977	1.30841
286.00	-6426.47	15.94	-9.31075	1.25115
287.00	-6435.71	17.18	-9.24681	1.22882
288.00	-6444.96	18.33	-9.24869	1.14066
289.00	-6454.25	19.36	-9.28592	1.01716
290.00	-6463.71	20.14	-9.45802	0.758785
291.00	-6473.12	20.88	-9.41633	0.714196
292.00	-6482.54	21.54	-9.41523	0.629024
293.00	-6492.01	22.06	-9.46845	0.489527
294.00	-6501.37	22.60	-9.36996	0.501746
295.00	-6510.63	23.17	-9.25409	0.531342
296.00	-6519.70	23.84	-9.07417	0.624986
297.00	-6528.59	24.61	-8.8855	0.72738
298.00	-6537.30	25.48	-8.70741	0.819189
299.00	-6545.87	26.40	-8.57682	0.863506
300.00	-6554.32	27.37	-8.44415	0.909904
301.00	-6562.68	28.34	-8.36011	0.90767
302.00	-6570.90	29.36	-8.22367	0.957828
303.00	-6578.96	30.47	-8.05543	1.0398
304.00	-6586.84	31.67	-7.8875	1.12145
305.00	-6594.57	32.94	-7.72779	1.19489
306.00	-6602.14	34.30	-7.56368	1.27273
307.00	-6609.57	35.70	-7.43428	1.31585
308.00	-6616.85	37.17	-7.28334	1.38052
309.00	-6624.00	38.69	-7.14782	1.42976
310.00	-6631.08	40.20	-7.08094	1.41036
311.00	-6638.11	41.68	-7.03047	1.37456
312.00	-6645.14	43.07	-7.03126	1.28749
313.00	-6652.17	44.38	-7.02827	1.20421
314.00	-6659.20	45.61	-7.03006	1.11614
315.00	-6666.19	46.80	-6.98861	1.07132
316.00	-6673.21	47.88	-7.01967	0.953979
317.00	-6680.19	48.91	-6.97849	0.908886
318.00	-6687.16	49.86	-6.9752	0.825907
319.00	-6694.17	50.70	-7.00821	0.706619
320.00	-6701.18	51.46	-7.01006	0.618498
321.00	-6708.19	52.13	-7.00942	0.532861
322.00	-6715.10	52.82	-6.91353	0.542475
323.00	-6721.94	53.50	-6.83914	0.530584
324.00	-6728.77	54.10	-6.83014	0.453311
325.00	-6735.55	54.68	-6.77526	0.421922
326.00	-6742.24	55.26	-6.69515	0.415758
327.00	-6748.90	55.79	-6.65346	0.371169
328.00	-6755.47	56.33	-6.56711	0.371239
329.00	-6761.92	56.89	-6.45807	0.394007
330.00	-6768.11	57.64	-6.19059	0.575209
331.00	-6774.08	58.54	-5.96724	0.71229
332.00	-6779.88	59.51	-5.80016	0.793095
333.00	-6785.44	60.65	-5.55389	0.953091
334.00	-6790.79	61.91	-5.35803	1.06267
335.00	-6795.98	63.24	-5.19054	1.14389
336.00	-6801.10	64.57	-5.1202	1.12796
337.00	-6806.16	65.88	-5.05425	1.10763
338.00	-6811.14	67.18	-4.98281	1.09279
339.00	-6816.05	68.47	-4.90886	1.08046
340.00	-6820.93	69.71	-4.88156	1.02149
341.00	-6825.80	70.87	-4.87257	0.94421
342.00	-6830.63	71.99	-4.83103	0.899478
343.00	-6835.43	73.06	-4.7976	0.846625
344.00	-6840.10	74.19	-4.66311	0.894839
345.00	-6844.73	75.26	-4.63432	0.837358
346.00	-6849.39	76.22	-4.65919	0.726211
347.00	-6854.02	77.13	-4.63557	0.663555
348.00	-6858.61	77.99	-4.58954	0.623318
349.00	-6863.15	78.84	-4.53104	0.595539
350.00	-6867.68	79.59	-4.53866	0.501642
351.00	-6872.20	80.28	-4.51916	0.434866
352.00	-6876.67	80.94	-4.46974	0.39801
353.00	-6881.09	81.58	-4.41285	0.368627
354.00	-6885.43	82.19	-4.34837	0.346829
355.00	-6889.65	82.86	-4.21513	0.393796
356.00	-6893.69	83.61	-4.0427	0.479952
357.00	-6897.55	84.47	-3.86089	0.575491
358.00	-6901.24	85.41	-3.68838	0.661727
359.00	-6904.87	86.34	-3.62613	0.6377
360.00	-6908.45	87.23	-3.5799	0.597655
361.00	-6912.07	88.00	-3.61871	0.472567
362.00	-6915.70	88.67	-3.63536	0.369644
363.00	-6919.27	89.32	-3.56611	0.352619
364.00	-6922.82	89.91	-3.55492	0.277531
365.00	-6926.27	90.51	-3.45226	0.293916
366.00	-6929.71	91.05	-3.43278	0.227123
367.00	-6933.07	91.58	-3.36724	0.206393
368.00	-6936.31	92.16	-3.23043	0.256924
369.00	-6939.43	92.76	-3.12919	0.271887
370.00	-6942.36	93.47	-2.92875	0.38605
371.00	-6945.12	94.28	-2.76136	0.467173
372.00	-6947.66	95.22	-2.5348	0.607452
373.00	-6949.98	96.30	-2.31592	0.740057
374.00	-6952.10	97.49	-2.12932	0.840379
375.00	-6954.06	98.77	-1.95404	0.92939
376.00	-6955.94	100.03	-1.88544	0.911715
377.00	-6957.77	101.28	-1.82597	0.884908
378.00	-6959.60	102.43	-1.83436	0.790239
379.00	-6961.42	103.52	-1.8152	0.72313
380.00	-6963.27	104.49	-1.84614	0.605913
381.00	-6965.10	105.40	-1.83194	0.53384
382.00	-6966.85	106.30	-1.75636	0.523143
383.00	-6968.55	107.18	-1.69505	0.49818
384.00	-6970.19	108.03	-1.63734	0.469614
385.00	-6971.84	108.79	-1.65716	0.363522
386.00	-6973.45	109.51	-1.60605	0.32835
387.00	-6974.99	110.21	-1.53791	0.310223
388.00	-6976.39	110.97	-1.40141	0.360445
389.00	-6977.62	111.82	-1.23257	0.443007
390.00	-6978.67	112.77	-1.0444	0.544902
391.00	-6979.50	113.85	-0.83366	0.669369
392.00	-6980.16	115.03	-0.66084	0.755913
393.00	-6980.67	116.27	-0.507828	0.822651
394.00	-6981.04	117.57	-0.367824	0.87638
395.00	-6981.30	118.89	-0.262495	0.895434
396.00	-6981.52	120.17	-0.224329	0.847325
397.00	-6981.66	121.46	-0.133091	0.852288
398.00	-6981.75	122.70	-0.0963283	0.802775
399.00	-6981.85	123.86	-0.100339	0.71249
400.00	-6982.02	124.86	-0.172185	0.554369
401.00	-6982.30	125.67	-0.277697	0.362582
402.00	-6982.59	126.39	-0.287827	0.266177
403.00	-6982.97	126.94	-0.379253	0.0884755
404.00	-6983.43	127.32	-0.457359	-0.0759053
405.00	-6983.88	127.63	-0.453461	-0.158282
406.00	-6984.27	127.92	-0.392777	-0.183874
407.00	-6984.48	128.30	-0.211881	-0.0892526
408.00	-6984.53	128.77	-0.0496421	-0.0132882
409.00	-6984.48	129.25	0.0524361	0.00251493
410.00	-6984.26	129.82	0.218657	0.0824607
411.00	-6983.88	130.47	0.381698	0.159227
412.00	-6983.26	131.27	0.619736	0.31099
413.00	-6982.46	132.17	0.798233	0.403212
414.00	-6981.61	133.05	0.857445	0.376149
415.00	-6980.66	133.93	0.94276	0.375189
416.00	-6979.66	134.79	1.00224	0.34839
417.00	-6978.65	135.57	1.01125	0.271131
418.00	-6977.70	136.22	0.954351	0.127955
419.00	-6976.78	136.74	0.911514	-0.00115666
420.00	-6975.87	137.18	0.915738	-0.0832084
421.00	-6974.99	137.50	0.878881	-0.20634
422.00	-6974.14	137.71	0.845799	-0.325697
423.00	-6973.31	137.82	0.830776	-0.426995
424.00	-6972.44	137.88	0.874045	-0.470001
425.00	-6971.52	137.92	0.921582	-0.508739
426.00	-6970.47	137.99	1.04367	-0.472926
427.00	-6969.28	138.14	1.19562	-0.407255
428.00	-6967.90	138.38	1.37795	-0.311198
429.00	-6966.40	138.67	1.49949	-0.275932
430.00	-6964.85	138.92	1.54663	-0.315068
431.00	-6963.28	139.11	1.57587	-0.372104
432.00	-6961.80	139.13	1.48185	-0.552396
433.00	-6960.35	139.03	1.44414	-0.676386
434.00	-6959.02	138.73	1.33063	-0.876164
435	-6957.82	138.224	1.20516	-1.08791
436	-6956.71	137.54	1.10889	-1.27045
437	-6955.7	136.674	1.0095	-1.45612
438	-6954.71	135.707	0.989817	-1.56208
439	-6953.75	134.622	0.955539	-1.68263
440	-6952.75	133.5	1.00014	-1.7243
441	-6951.6	132.445	1.15044	-1.66028
442	-6950.27	131.494	1.33603	-1.56097
443	-6948.73	130.665	1.54011	-1.44316
444	-6946.95	129.991	1.77791	-1.29163
445	-6944.94	129.461	2.00482	-1.151
446	-6942.75	129.042	2.19763	-1.04447
447	-6940.45	128.636	2.29342	-1.03495
448	-6938.15	128.154	2.29958	-1.11506
449	-6935.87	127.571	2.28061	-1.22031
450	-6933.65	126.843	2.21881	-1.36839
451	-6931.5	125.964	2.1498	-1.52367
452	-6929.44	124.918	2.06461	-1.69514
453	-6927.42	123.739	2.01425	-1.83177
454	-6925.33	122.553	2.09009	-1.84221
455	-6923.21	121.319	2.12485	-1.89372
456	-6921.08	120.009	2.13026	-1.97458
457	-6918.89	118.671	2.18485	-2.00627
458	-6916.65	117.313	2.2483	-2.0291
459	-6914.28	115.993	2.36797	-1.9957
460	-6911.88	114.623	2.39996	-2.04998
461	-6909.52	113.126	2.35549	-2.18073
462	-6907.26	111.454	2.26324	-2.35926
463	-6905.15	109.544	2.10803	-2.60074
464	-6903.22	107.38	1.93511	-2.85994
465	-6901.38	105.038	1.84075	-3.04057
466	-6899.67	102.481	1.7076	-3.25999
467	-6897.98	99.8171	1.68312	-3.37075
468	-6896.19	97.1849	1.7972	-3.34295
469	-6894.22	94.6362	1.96325	-3.26317
470	-6892.04	92.2277	2.18571	-3.12699
471	-6889.66	89.9285	2.37749	-3.02149
472	-6886.96	87.8757	2.70623	-2.77901
473	-6883.97	86.0234	2.98916	-2.58236
474	-6880.76	84.3024	3.20284	-2.45496
475	-6877.47	82.586	3.28986	-2.45421
476	-6874.16	80.8145	3.31705	-2.5133
477	-6870.86	78.935	3.29158	-2.62504
478	-6867.7	76.8472	3.16561	-2.83729
479	-6864.64	74.5677	3.05629	-3.03288
480	-6861.76	72.0295	2.88002	-3.29543
481	-6859.1	69.1892	2.66031	-3.60141
482	-6856.68	66.0329	2.42669	-3.92131
483	-6854.45	62.5898	2.2223	-4.21197
484	-6852.43	58.8669	2.02496	-4.49558
485	-6850.59	54.8727	1.83592	-4.7709
486	-6848.95	50.6008	1.64069	-5.0524
487	-6847.32	46.2371	1.63133	-5.14804
488	-6845.68	41.7956	1.63587	-5.22978
489	-6844.04	37.2823	1.64642	-5.3055
490	-6842.27	32.8033	1.76318	-5.27502
491	-6840.45	28.3051	1.82639	-5.29808
492	-6838.53	23.8214	1.92324	-5.2875
493	-6836.58	19.2747	1.94269	-5.35433
494	-6834.64	14.6429	1.93988	-5.44341
495	-6832.6	10.0344	2.04568	-5.42389
496	-6830.49	5.40966	2.11177	-5.44408
497	-6828.23	0.847421	2.25669	-5.38543
498	-6825.72	-3.54419	2.50971	-5.21868
499	-6822.95	-7.75598	2.77193	-5.04274
500	-6819.82	-11.6933	3.12882	-4.77213
501	-6816.36	-15.3848	3.45696	-4.53026
502	-6812.66	-18.9179	3.69787	-4.37563
503	-6808.76	-22.3237	3.90751	-4.25227
504	-6804.71	-25.6691	4.05025	-4.19579
505	-6800.55	-28.9898	4.15743	-4.17489
506	-6796.29	-32.2944	4.25584	-4.16275
507	-6791.93	-35.5795	4.35781	-4.14706
508	-6787.44	-38.8102	4.4946	-4.09655
509	-6782.79	-41.9727	4.64508	-4.03234
510	-6777.99	-45.0555	4.80726	-3.95643
511	-6773.04	-48.082	4.94602	-3.90395
512	-6768	-51.0905	5.04637	-3.88987
513	-6762.72	-53.9524	5.27536	-3.74716
514	-6757.07	-56.5269	5.64508	-3.46371
515	-6751.08	-58.8391	5.98983	-3.20524
516	-6744.74	-60.8772	6.34638	-2.93496
517	-6738.12	-62.721	6.62301	-2.74461
518	-6731.29	-64.4418	6.82844	-2.62545
519	-6724.34	-66.1248	6.94863	-2.59154
520	-6717.33	-67.8336	7.00519	-2.62126
521	-6710.25	-69.5512	7.07885	-2.63387
522	-6703.14	-71.3133	7.11663	-2.68237
523	-6695.95	-73.0872	7.18733	-2.69794
524	-6688.63	-74.8148	7.316	-2.65554
525	-6681.15	-76.4565	7.48429	-2.57353
526	-6673.5	-78.0127	7.65215	-2.49194
527	-6665.73	-79.538	7.76554	-2.46484
528	-6657.82	-81.0021	7.90904	-2.40761
529	-6649.74	-82.3707	8.08705	-2.31587
530	-6641.43	-83.6043	8.30437	-2.18482
531	-6632.95	-84.7431	8.48156	-2.09391
532	-6624.35	-85.8456	8.60021	-2.06154
533	-6615.55	-86.8286	8.80219	-1.94583
534	-6606.55	-87.6943	9.00185	-1.83245
535	-6597.29	-88.3846	9.25961	-1.66096
536	-6587.79	-88.9226	9.49438	-1.51247
537	-6578.05	-89.2972	9.74011	-1.35301
538	-6568.05	-89.4926	10.0017	-1.17771
539	-6557.9	-89.6172	10.155	-1.11068
540	-6547.58	-89.6653	10.3138	-1.03816
541	-6537.17	-89.6959	10.4137	-1.02454
542	-6526.66	-89.7195	10.5031	-1.02138
543	-6516.09	-89.7502	10.5784	-1.03235
544	-6505.5	-89.8548	10.5869	-1.1101
545	-6494.86	-89.9928	10.6359	-1.14747
546	-6484.23	-90.213	10.6361	-1.23348
