X(mm)	Measured heigth (nm)	Residual Heigth (nm)	Slope (micror-rad)	Residual slope (microrad)
141.00	-6115.04	-40.74	-2.07E+01	4.88333
142.00	-6135.97	-36.20	-2.09E+01	4.422
143.00	-6154.41	-29.41	-1.84E+01	6.68267
144.00	-6175.91	-25.93	-2.15E+01	3.37734
145.00	-6195.81	-21.09	-1.99E+01	4.73301
146.00	-6218.28	-19.06	-2.25E+01	1.92868
147.00	-6238.44	-14.97	-2.02E+01	3.99735
148.00	-6258.34	-10.86	-1.99E+01	4.01403
149.00	-6279.93	-8.68	-2.16E+01	2.0847
150.00	-6300.30	-5.53	-2.04E+01	3.06237
151.00	-6320.30	-2.24	-2.00E+01	3.20404
152.00	-6342.51	-1.42	-2.22E+01	0.735713
153.00	-6361.93	1.95	-1.94E+01	3.29738
154.00	-6382.63	3.81	-2.07E+01	1.77506
155.00	-6402.35	6.39	-1.97E+01	2.51073
156.00	-6422.75	8.06	-2.04E+01	1.5934
157.00	-6442.43	10.20	-1.97E+01	2.07307
158.00	-6461.79	12.42	-1.94E+01	2.15574
159.00	-6480.87	14.68	-1.91E+01	2.19241
160.00	-6499.15	17.49	-1.83E+01	2.75309
161.00	-6518.22	19.27	-1.91E+01	1.72176
162.00	-6538.19	19.90	-2.00E+01	0.578429
163.00	-6556.78	21.68	-1.86E+01	1.7241
164.00	-6574.43	24.15	-1.77E+01	2.41877
165.00	-6592.60	25.85	-1.82E+01	1.66044
166.00	-6609.95	28.14	-1.73E+01	2.24312
167.00	-6628.02	29.46	-1.81E+01	1.28279
168.00	-6645.43	31.19	-1.74E+01	1.69346
169.00	-6662.75	32.78	-1.73E+01	1.55513
170.00	-6680.38	33.80	-1.76E+01	0.989802
171.00	-6698.55	34.05	-1.82E+01	0.220473
172.00	-6711.80	38.98	-1.32E+01	4.90514
173.00	-6730.49	38.22	-1.87E+01	-0.789184
174.00	-6749.34	37.06	-1.88E+01	-1.18051
175.00	-6765.23	38.61	-1.59E+01	1.53916
176.00	-6783.56	37.49	-1.83E+01	-1.14317
177.00	-6800.40	37.61	-1.68E+01	0.109503
178.00	-6818.41	36.31	-1.80E+01	-1.30983
179.00	-6833.23	37.96	-1.48E+01	1.64585
180.00	-6850.32	37.10	-1.71E+01	-0.858482
181.00	-6867.75	35.66	-1.74E+01	-1.44781
182.00	-6882.71	36.44	-1.50E+01	0.786861
183.00	-6897.31	37.34	-1.46E+01	0.901532
184.00	-6913.00	36.90	-1.57E+01	-0.428796
185.00	-6928.41	36.51	-1.54E+01	-0.380124
186.00	-6942.18	37.50	-1.38E+01	1.00555
187.00	-6957.46	36.75	-1.53E+01	-0.734781
188.00	-6970.96	37.53	-1.35E+01	0.80089
189.00	-6986.13	36.40	-1.52E+01	-1.10644
190.00	-7001.51	34.82	-1.54E+01	-1.55677
191.00	-7013.95	35.93	-1.24E+01	1.13991
192.00	-7029.39	33.80	-1.54E+01	-2.09442
193.00	-7043.77	32.49	-1.44E+01	-1.27875
194.00	-7056.02	33.07	-1.22E+01	0.61592
195.00	-7069.72	31.95	-1.37E+01	-1.08441
196.00	-7082.54	31.46	-1.28E+01	-0.443737
197.00	-7095.57	30.53	-1.30E+01	-0.889065
198.00	-7107.46	30.49	-1.19E+01	0.0116064
199.00	-7120.26	29.30	-1.28E+01	-1.14172
200.00	-7131.26	29.66	-1.10E+01	0.41995
201.00	-7144.61	27.43	-1.34E+01	-2.17438
202.00	-7157.20	25.73	-1.26E+01	-1.64271
203.00	-7167.40	26.16	-1.02E+01	0.496964
204.00	-7179.40	24.56	-1.20E+01	-1.54236
205.00	-7188.78	25.32	-9.38E+00	0.833308
206.00	-7199.62	24.38	-1.08E+01	-0.865021
207.00	-7209.05	24.62	-9.43E+00	0.311651
208.00	-7219.71	23.38	-1.07E+01	-1.16568
209.00	-7229.49	22.78	-9.78E+00	-0.521006
210.00	-7239.55	21.65	-1.01E+01	-1.04433
211.00	-7245.56	24.33	-6.02E+00	2.75834
212.00	-7254.69	23.65	-9.13E+00	-0.589991
213.00	-7263.85	22.69	-9.16E+00	-0.86432
214.00	-7271.69	22.81	-7.84E+00	0.214352
215.00	-7281.38	20.84	-9.69E+00	-1.87998
216.00	-7289.87	19.82	-8.49E+00	-0.911305
217.00	-7299.35	17.57	-9.48E+00	-2.14763
218.00	-7306.78	17.13	-7.44E+00	-0.341961
219.00	-7315.32	15.33	-8.54E+00	-1.68829
220.00	-7321.63	15.52	-6.31E+00	0.304382
221.00	-7329.48	13.93	-7.85E+00	-1.47595
222.00	-7335.56	13.87	-6.08E+00	0.0557249
223.00	-7342.02	13.18	-6.47E+00	-0.577603
224.00	-7348.55	12.18	-6.53E+00	-0.877932
225.00	-7353.18	12.84	-4.63E+00	0.78474
226.00	-7358.16	12.90	-4.98E+00	0.188411
227.00	-7361.41	14.45	-3.25E+00	1.68008
228.00	-7367.18	13.23	-5.77E+00	-1.07625
229.00	-7371.93	12.80	-4.75E+00	-0.298574
230.00	-7376.10	12.70	-4.17E+00	0.0350977
231.00	-7379.32	13.30	-3.22E+00	0.751769
232.00	-7381.57	14.63	-2.26E+00	1.47244
233.00	-7383.79	15.75	-2.22E+00	1.27011
234.00	-7388.05	14.59	-4.26E+00	-1.01022
235.00	-7388.99	16.51	-9.39E-01	2.06846
236.00	-7393.47	14.64	-4.48E+00	-1.71187
237.00	-7393.30	17.17	1.63E-01	2.6898
238.00	-7396.57	16.03	-3.26E+00	-0.976529
239.00	-7397.56	16.92	-9.90E-01	1.05614
240.00	-7400.44	15.67	-2.89E+00	-1.08219
241.00	-7401.81	15.70	-1.36E+00	0.201485
242.00	-7404.59	14.07	-2.78E+00	-1.45384
243.00	-7404.59	14.98	1.00E-03	1.08583
244.00	-7406.78	13.45	-2.20E+00	-1.3505
245.00	-7407.80	12.86	-1.02E+00	-0.413828
246.00	-7406.47	14.37	1.33E+00	1.69684
247.00	-7407.55	13.22	-1.08E+00	-0.955485
248.00	-7407.07	13.39	4.77E-01	0.360187
249.00	-7403.52	16.39	3.55E+00	3.19386
250.00	-7402.75	16.37	7.70E-01	0.17253
251.00	-7401.64	16.44	1.11E+00	0.274201
252.00	-7400.07	16.73	1.57E+00	0.486873
253.00	-7400.04	15.24	3.10E-02	-1.28746
254.00	-7398.01	15.50	2.03E+00	0.468216
255.00	-7397.14	14.36	8.74E-01	-0.925112
256.00	-7395.64	13.60	1.50E+00	-0.542441
257.00	-7395.31	11.44	3.31E-01	-1.94877
258.00	-7392.75	11.26	2.56E+00	0.0439026
259.00	-7391.45	9.58	1.30E+00	-1.46443
260.00	-7388.48	9.32	2.97E+00	-0.0297541
261.00	-7385.87	8.46	2.61E+00	-0.629083
262.00	-7382.92	7.70	2.94E+00	-0.537411
263.00	-7378.46	8.20	4.46E+00	0.739261
264.00	-7375.53	6.93	2.93E+00	-1.03407
265.00	-7371.71	6.32	3.83E+00	-0.374396
266.00	-7371.26	2.08	4.48E-01	-3.99472
267.00	-7363.43	4.98	7.83E+00	3.14695
268.00	-7357.53	5.70	5.89E+00	0.970619
269.00	-7350.74	7.09	6.80E+00	1.63229
270.00	-7343.93	8.23	6.81E+00	1.40196
271.00	-7336.23	10.04	7.70E+00	2.05863
272.00	-7329.51	10.61	6.72E+00	0.834305
273.00	-7321.26	12.47	8.25E+00	2.12098
274.00	-7313.77	13.33	7.49E+00	1.12565
275.00	-7306.13	14.10	7.64E+00	1.03532
276.00	-7298.12	14.99	8.01E+00	1.16799
277.00	-7289.94	15.81	8.18E+00	1.09266
278.00	-7282.48	15.67	7.46E+00	0.134335
279.00	-7272.70	17.60	9.78E+00	2.21301
280.00	-7264.78	17.44	7.92E+00	0.114678
281.00	-7256.53	17.35	8.24E+00	0.19635
282.00	-7249.58	15.72	6.95E+00	-1.33698
283.00	-7241.14	15.34	8.44E+00	-0.0873073
284.00	-7231.12	16.30	1.00E+01	1.25036
285.00	-7222.23	15.89	8.89E+00	-0.118964
286.00	-7211.94	16.63	1.03E+01	1.04571
287.00	-7199.16	19.62	1.28E+01	3.28938
288.00	-7189.91	18.83	9.25E+00	-0.478949
289.00	-7178.21	20.25	1.17E+01	1.72272
290.00	-7166.23	21.71	1.20E+01	1.77539
291.00	-7154.72	22.46	1.15E+01	1.06107
292.00	-7143.90	22.27	1.08E+01	0.124737
293.00	-7131.63	23.29	1.23E+01	1.34141
294.00	-7118.46	24.97	1.32E+01	1.99708
295.00	-7106.14	25.55	1.23E+01	0.907752
296.00	-7093.28	26.42	1.29E+01	1.20142
297.00	-7081.09	26.39	1.22E+01	0.296095
298.00	-7067.79	27.22	1.33E+01	1.17077
299.00	-7053.65	28.66	1.41E+01	1.76944
300.00	-7041.09	28.26	1.26E+01	-0.05789
301.00	-7027.95	28.20	1.31E+01	0.283782
302.00	-7013.40	29.32	1.46E+01	1.46345
303.00	-6999.79	29.24	1.36E+01	0.269125
304.00	-6986.48	28.62	1.33E+01	-0.268204
305.00	-6971.57	29.37	1.49E+01	1.10147
306.00	-6956.89	29.64	1.47E+01	0.62214
307.00	-6943.68	28.19	1.32E+01	-1.08419
308.00	-6928.50	28.47	1.52E+01	0.644483
309.00	-6913.49	28.34	1.50E+01	0.234154
310.00	-6897.71	28.73	1.58E+01	0.756826
311.00	-6880.63	30.18	1.71E+01	1.8205
312.00	-6864.36	30.59	1.63E+01	0.779169
313.00	-6846.67	32.16	1.77E+01	1.94984
314.00	-6830.52	31.95	1.61E+01	0.170512
315.00	-6811.66	34.21	1.89E+01	2.64418
316.00	-6794.94	34.09	1.67E+01	0.261856
317.00	-6777.30	34.64	1.76E+01	0.933527
318.00	-6759.19	35.42	1.81E+01	1.1742
319.00	-6741.46	35.58	1.77E+01	0.54987
320.00	-6722.52	36.70	1.89E+01	1.51554
321.00	-6704.00	37.16	1.85E+01	0.866214
322.00	-6684.68	38.18	1.93E+01	1.41589
323.00	-6668.75	35.56	1.59E+01	-2.21144
324.00	-6649.94	35.58	1.88E+01	0.427228
325.00	-6629.60	36.88	2.03E+01	1.7149
326.00	-6608.77	38.44	2.08E+01	1.96757
327.00	-6584.83	42.86	2.39E+01	4.83524
328.00	-6566.57	41.36	1.83E+01	-1.07509
329.00	-6546.81	41.11	1.98E+01	0.169586
330.00	-6527.14	40.53	1.97E+01	-0.153742
331.00	-6506.30	40.88	2.08E+01	0.78293
332.00	-6484.81	41.64	2.15E+01	1.1846
333.00	-6464.56	40.90	2.02E+01	-0.301727
334.00	-6442.39	41.86	2.22E+01	1.39094
335.00	-6421.23	41.55	2.12E+01	0.128616
336.00	-6400.33	40.74	2.09E+01	-0.363712
337.00	-6379.70	39.42	2.06E+01	-0.875041
338.00	-6358.76	38.16	2.09E+01	-0.808369
339.00	-6336.28	38.21	2.25E+01	0.498303
340.00	-6316.28	35.53	2.00E+01	-2.23103
341.00	-6295.18	33.71	2.11E+01	-1.36435
342.00	-6273.94	31.78	2.12E+01	-1.47068
343.00	-6251.36	30.95	2.26E+01	-0.363011
344.00	-6230.79	27.87	2.06E+01	-2.62034
345.00	-6208.73	26.03	2.21E+01	-1.36767
346.00	-6187.41	23.21	2.13E+01	-2.354
347.00	-6163.86	22.37	2.36E+01	-0.359325
348.00	-6141.86	19.75	2.20E+01	-2.14665
349.00	-6118.51	18.23	2.34E+01	-1.03798
350.00	-6096.32	15.31	2.22E+01	-2.44031
351.00	-6073.01	13.26	2.33E+01	-1.56364
352.00	-6048.42	12.25	2.46E+01	-0.521967
353.00	-6025.47	9.36	2.30E+01	-2.3993
354.00	-6001.59	7.16	2.39E+01	-1.70662
355.00	-5975.88	6.54	2.57E+01	-0.122952
356.00	-5950.69	5.16	2.52E+01	-0.88428
357.00	-5927.03	2.01	2.37E+01	-2.64961
358.00	-5901.20	0.77	2.58E+01	-0.730937
359.00	-5876.35	-1.67	2.49E+01	-1.93727
360.00	-5850.96	-3.83	2.54E+01	-1.64659
361.00	-5824.87	-5.52	2.61E+01	-1.17892
362.00	-5798.70	-7.39	2.62E+01	-1.35325
363.00	-5773.00	-9.96	2.57E+01	-2.05058
364.00	-5746.81	-12.29	2.62E+01	-1.80791
365.00	-5720.30	-14.54	2.65E+01	-1.72024
366.00	-5695.29	-18.53	2.50E+01	-3.46456
367.00	-5668.88	-21.37	2.64E+01	-2.30989
368.00	-5642.05	-24.03	2.68E+01	-2.12022
369.00	-5614.41	-26.12	2.76E+01	-1.55855
370.00	-5585.90	-27.59	2.85E+01	-0.928878
371.00	-5557.57	-29.48	2.83E+01	-1.34521
372.00	-5529.02	-31.39	2.86E+01	-1.36553
373.00	-5501.54	-34.62	2.75E+01	-2.68686
374.00	-5471.41	-35.43	3.01E+01	-0.259191
375.00	-5442.17	-37.39	2.92E+01	-1.40552
376.00	-5414.30	-40.95	2.79E+01	-3.00585
377.00	-5383.26	-41.59	3.10E+01	-0.0791765
378.00	-5352.11	-42.36	3.12E+01	-0.205505
379.00	-5322.03	-44.45	3.01E+01	-1.52883
380.00	-5291.05	-45.87	3.10E+01	-0.854162
381.00	-5259.11	-46.59	3.19E+01	-0.14049
382.00	-5226.27	-46.64	3.28E+01	0.521181
383.00	-5194.00	-47.50	3.23E+01	-0.290147
384.00	-5162.01	-48.90	3.20E+01	-0.817475
385.00	-5128.39	-48.90	3.36E+01	0.581196
386.00	-5094.34	-48.72	3.41E+01	0.770868
387.00	-5058.41	-46.90	3.59E+01	2.40054
388.00	-5026.81	-49.66	3.16E+01	-2.16379
389.00	-4992.20	-49.64	3.46E+01	0.607883
390.00	-4958.94	-51.22	3.33E+01	-0.985446
391.00	-4922.33	-49.70	3.66E+01	2.12623
392.00	-4886.00	-48.69	3.63E+01	1.6139
393.00	-4850.39	-48.64	3.56E+01	0.646569
394.00	-4813.36	-47.43	3.70E+01	1.81924
395.00	-4775.71	-45.83	3.77E+01	2.21091
396.00	-4739.50	-45.93	3.62E+01	0.517584
397.00	-4700.40	-43.36	3.91E+01	3.18126
398.00	-4662.58	-42.33	3.78E+01	1.65293
399.00	-4624.75	-41.53	3.78E+01	1.4226
400.00	-4584.59	-38.65	4.02E+01	3.50727
401.00	-4545.00	-36.57	3.96E+01	2.70194
402.00	-4505.73	-35.06	3.93E+01	2.14261
403.00	-4466.27	-33.60	3.95E+01	2.09829
404.00	-4426.68	-32.25	3.96E+01	1.98496
405.00	-4387.53	-31.59	3.91E+01	1.29663
406.00	-4346.93	-29.72	4.06E+01	2.5113
407.00	-4306.44	-28.21	4.05E+01	2.15897
408.00	-4265.21	-26.19	4.12E+01	2.66364
409.00	-4224.17	-24.61	4.10E+01	2.23331
410.00	-4183.92	-24.07	4.02E+01	1.19199
411.00	-4142.77	-22.87	4.12E+01	1.85966
412.00	-4100.58	-20.86	4.22E+01	2.66233
413.00	-4058.27	-18.98	4.23E+01	2.544
414.00	-4015.97	-17.36	4.23E+01	2.28167
415.00	-3972.00	-14.31	4.40E+01	3.71934
416.00	-3930.10	-13.57	4.19E+01	1.41402
417.00	-3886.17	-11.05	4.39E+01	3.19569
418.00	-3842.57	-9.10	4.36E+01	2.62136
419.00	-3798.60	-7.02	4.40E+01	2.76303
420.00	-3750.80	-1.36	4.78E+01	6.3437
421.00	-3706.06	1.01	4.47E+01	3.04837
422.00	-3662.01	2.44	4.41E+01	2.11605
423.00	-3616.94	4.64	4.51E+01	2.89772
424.00	-3570.69	7.79	4.63E+01	3.83739
425.00	-3524.80	10.32	4.59E+01	3.22906
426.00	-3480.00	11.53	4.48E+01	1.90773
427.00	-3435.26	12.43	4.47E+01	1.6034
428.00	-3389.37	14.24	4.59E+01	2.51108
429.00	-3343.58	15.70	4.58E+01	2.17575
430.00	-3297.16	17.56	4.64E+01	2.56542
431.00	-3250.81	19.10	4.64E+01	2.25609
432.00	-3205.10	19.76	4.57E+01	1.37176
433.00	-3158.97	20.59	4.61E+01	1.55143
434.00	-3110.99	23.0294	4.80E+01	3.1611
435.00	-3065.92	22.3174	4.51E+01	0.0127765
436.00	-3019.48	22.7312	4.64E+01	1.14145
437.00	-2971.06	24.8838	4.84E+01	2.88312
438.00	-2924.24	25.1912	4.68E+01	1.04079
439.00	-2876.32	26.3534	4.79E+01	1.89846
440.00	-2826.94	28.7355	4.94E+01	3.12113
441.00	-2777.09	31.3384	4.98E+01	3.34481
442.00	-2727.78	33.166	4.93E+01	2.57248
443.00	-2678.04	35.1745	4.97E+01	2.75615
444.00	-2629.25	35.9949	4.88E+01	1.57082
445.00	-2580.66	36.365	4.86E+01	1.12349
446.00	-2531.7	36.8729	4.90E+01	1.26416
447.00	-2482.42	37.4527	4.93E+01	1.33884
448.00	-2432.95	37.9733	4.95E+01	1.28251
449.00	-2383.52	38.2147	4.94E+01	1.00618
450.00	-2332.97	39.3419	5.06E+01	1.89485
451.00	-2284.06	38.5689	4.89E+01	-0.00247788
452.00	-2234.93	37.7838	4.91E+01	-0.0118063
453.00	-2185.52	37.0315	4.94E+01	0.0238653
454.00	-2135.45	36.6989	5.01E+01	0.446537
455.00	-2086.35	35.1582	4.91E+01	-0.758791
456.00	-2035.36	35.2554	5.10E+01	0.88188
457.00	-1985	34.4873	5.04E+01	0.0195517
458.00	-1935.67	32.4341	4.93E+01	-1.26278
459.00	-1883.98	32.5026	5.17E+01	0.861895
460.00	-1832.99	31.631	5.10E+01	-0.0754334
461.00	-1780.37	32.1522	5.26E+01	1.32024
462.00	-1728.27	31.8972	5.21E+01	0.54691
463.00	-1676.65	30.9251	5.16E+01	-0.167419
464.00	-1624.34	30.4067	5.23E+01	0.289253
465.00	-1572.44	29.2222	5.19E+01	-0.374075
466.00	-1520.81	27.5365	5.16E+01	-0.872404
467.00	-1468.95	25.8246	5.19E+01	-0.895732
468.00	-1417.43	23.5345	5.15E+01	-1.47106
469.00	-1365.9	21.0142	5.15E+01	-1.69839
470.00	-1314.4	18.2228	5.15E+01	-1.96672
471.00	-1262.2	15.8871	5.22E+01	-1.50805
472.00	-1209.86	13.4453	5.23E+01	-1.61137
473.00	-1157.89	10.3953	5.20E+01	-2.2167
474.00	-1105.59	7.42414	5.23E+01	-2.13503
475.00	-1053.94	3.56677	5.17E+01	-3.01836
476.00	-1002.51	-0.755774	5.14E+01	-3.48069
477.00	-950.38	-4.62751	5.21E+01	-3.02702
478.00	-899.379	-9.86642	5.10E+01	-4.39134
479.00	-848.054	-15.0245	5.13E+01	-4.30767
480.00	-796.11	-19.8068	5.19E+01	-3.929
481.00	-744.173	-24.8393	5.19E+01	-4.17633
482.00	-692.142	-30.0209	5.20E+01	-4.32266
483.00	-639.913	-35.2477	5.22E+01	-4.36499
484.00	-587.649	-40.6828	5.23E+01	-4.57031
485.00	-534.895	-45.871	5.28E+01	-4.32064
486.00	-482.41	-51.5713	5.25E+01	-4.82997
487.00	-430.358	-57.9479	5.21E+01	-5.5033
488.00	-377.796	-64.0576	5.26E+01	-5.23363
489.00	-324.77	-69.9466	5.30E+01	-5.00996
490.00	-271.897	-76.2317	5.29E+01	-5.40329
491.00	-219.577	-83.313	5.23E+01	-6.19661
492.00	-165.702	-89.0825	5.39E+01	-4.88194
493.00	-111.426	-94.6941	5.43E+01	-4.72127
494.00	-56.094	-99.493	5.53E+01	-3.9056
495.00	-1.662	-105.435	5.44E+01	-5.04593
