X(mm)	Measured heigth (nm)	Residual Heigth (nm)	Slope (micror-rad)	Residual slope (microrad)
110.00	-86733.20	-15.35	-122.268	-2.08998
111.00	-86844.20	-17.90	-110.949	-2.7885
112.00	-86943.60	-20.93	-99.4104	-3.26843
113.00	-87031.00	-24.03	-87.453	-3.32929
114.00	-87105.90	-26.53	-74.8334	-2.72797
115.00	-87168.20	-28.57	-62.3429	-2.25574
116.00	-87218.20	-30.22	-49.9445	-1.87559
117.00	-87255.90	-31.67	-37.7089	-1.65828
118.00	-87281.20	-32.77	-25.3505	-1.31813
119.00	-87294.50	-33.81	-13.2575	-1.2434
120.00	-87295.20	-34.38	-0.77325	-0.777419
121.00	-87283.50	-34.47	11.7262	-0.296271
122.00	-87259.20	-34.03	24.2861	0.245376
123.00	-87222.40	-33.05	36.8399	0.78094
124.00	-87173.30	-31.84	49.1038	1.02659
125.00	-87112.10	-30.58	61.1656	1.07007
126.00	-87038.90	-29.30	73.2071	1.0933
127.00	-86953.50	-27.85	85.4037	1.27161
128.00	-86856.00	-26.34	97.4893	1.33901
129.00	-86746.30	-24.60	109.729	1.56024
130.00	-86624.50	-22.86	121.762	1.57472
131.00	-86490.90	-21.23	133.667	1.46187
132.00	-86345.40	-19.86	145.429	1.20544
133.00	-86188.50	-18.98	156.971	0.728999
134.00	-86019.10	-17.74	169.342	1.08165
135.00	-85837.80	-16.56	181.307	1.02929
136.00	-85644.60	-15.50	193.213	0.916692
137.00	-85439.30	-14.40	205.268	0.95359
138.00	-85221.90	-13.17	217.419	1.08624
139.00	-84993.10	-12.60	228.786	0.434552
140.00	-84751.60	-11.29	241.55	1.1807
141.00	-84498.60	-10.60	252.95	0.562263
142.00	-84233.60	-9.85	265.025	0.618661
143.00	-83956.60	-9.15	277.003	0.578225
144.00	-83667.30	-8.20	289.274	0.831039
145.00	-83365.90	-7.12	301.425	0.964104
146.00	-83052.30	-5.85	313.64	1.1605
147.00	-82726.60	-4.55	325.693	1.19532
148.00	-82389.10	-3.48	337.478	0.96213
149.00	-82039.80	-2.63	349.284	0.749694
150.00	-81678.40	-1.63	361.459	0.906675
151.00	-81305.00	-0.77	373.332	0.761822
152.00	-80919.70	0.00	385.274	0.685637
153.00	-80522.50	0.72	397.239	0.631784
154.00	-80113.50	1.17	408.989	0.363432
155.00	-79692.70	1.45	420.85	0.206496
156.00	-79259.90	1.61	432.749	0.086727
157.00	-78815.30	1.66	444.659	-0.0207088
158.00	-78358.50	1.75	456.712	0.0136055
159.00	-77890.20	1.45	468.354	-0.362497
160.00	-77410.10	0.84	480.066	-0.668683
161.00	-76917.90	0.37	492.229	-0.524368
162.00	-76413.50	0.04	504.381	-0.390304
163.00	-75897.10	-0.30	516.409	-0.381073
164.00	-75368.60	-0.60	528.462	-0.346426
165.00	-74828.30	-1.08	540.3	-0.526528
166.00	-74276.00	-1.52	552.363	-0.481881
167.00	-73711.80	-2.14	564.206	-0.656566
168.00	-73135.50	-2.67	576.323	-0.558085
169.00	-72547.00	-3.05	588.489	-0.410021
170.00	-71946.50	-3.47	600.476	-0.44204
171.00	-71333.50	-3.40	612.984	0.0476906
172.00	-70708.50	-3.36	624.972	0.0174215
173.00	-70071.60	-3.37	636.955	-0.0174309
174.00	-69422.70	-3.44	648.906	-0.0845333
175.00	-68762.10	-3.84	660.605	-0.403636
176.00	-68089.30	-4.12	672.741	-0.286155
177.00	-67404.50	-4.35	684.823	-0.223007
178.00	-66707.60	-4.51	696.908	-0.15536
179.00	-65998.50	-4.51	709.088	0.00620454
180.00	-65276.60	-3.74	721.884	0.783519
181.00	-64542.60	-2.85	734.02	0.901083
182.00	-63797.00	-2.40	745.607	0.470481
183.00	-63039.70	-2.28	757.3	0.144461
184.00	-62270.60	-2.35	769.121	-0.0527243
185.00	-61489.40	-2.38	781.2	0.00867331
186.00	-60696.00	-2.29	793.33	0.120071
187.00	-59890.70	-2.21	805.343	0.114468
188.00	-59073.40	-2.17	817.332	0.0854494
189.00	-58244.00	-2.14	829.333	0.0685969
190.00	-57402.50	-1.96	841.516	0.232578
191.00	-56549.10	-1.93	853.381	0.0797254
192.00	-55683.70	-1.81	865.489	0.169206
193.00	-54806.00	-1.59	877.614	0.276021
194.00	-53915.90	-0.83	890.183	0.827001
195.00	-53013.30	0.25	902.517	1.14265
196.00	-52098.50	1.63	914.849	1.45621
197.00	-51171.60	3.00	926.852	1.44161
198.00	-50232.50	4.64	939.146	1.71643
199.00	-49281.80	5.83	950.715	1.26799
200.00	-48319.70	6.31	962.032	0.566387
201.00	-47346.00	6.50	973.754	0.270451
202.00	-46360.20	6.73	985.823	0.320515
203.00	-45362.30	6.93	997.817	0.296913
204.00	-44351.90	7.78	1010.49	0.949977
205.00	-43329.50	8.45	1022.32	0.765708
206.00	-42295.80	8.48	1033.71	0.137939
207.00	-41250.60	7.99	1045.22	-0.37733
208.00	-40193.60	7.32	1057.05	-0.557682
209.00	-39124.10	7.04	1069.46	-0.167202
210.00	-38042.60	6.79	1081.52	-0.131554
211.00	-36949.00	6.57	1093.57	-0.0928231
212.00	-35843.40	6.40	1105.64	-0.0415089
213.00	-34725.40	6.48	1117.91	0.207889
214.00	-33595.70	6.35	1129.72	0.000702952
215.00	-32453.80	6.35	1141.88	0.142767
216.00	-31300.20	6.05	1153.6	-0.155169
217.00	-30134.40	5.92	1165.79	0.015479
218.00	-28956.50	5.95	1177.97	0.175877
219.00	-27766.40	6.07	1190.09	0.273524
220.00	-26564.30	6.22	1202.14	0.306838
221.00	-25350.00	6.49	1214.28	0.428986
222.00	-24124.10	6.35	1225.89	0.0174669
223.00	-22886.50	5.84	1237.55	-0.340136
224.00	-21637.50	4.82	1249.05	-0.850155
225.00	-20376.50	3.69	1260.97	-0.95534
226.00	-19103.40	2.68	1273.1	-0.839359
227.00	-17817.70	2.30	1285.76	-0.197879
228.00	-16519.70	2.12	1297.98	0.00385232
229.00	-15209.70	1.95	1310.02	0.0254999
230.00	-13887.60	1.82	1322.07	0.0574808
231.00	-12553.70	1.52	1333.93	-0.103622
232.00	-11207.50	1.41	1346.14	0.0921926
233.00	-9849.00	1.66	1358.52	0.446507
234.00	-8478.27	2.09	1370.73	0.645488
235.00	-7095.43	2.62	1382.84	0.734469
236.00	-5700.27	3.44	1395.16	1.0392
237.00	-4293.17	4.18	1407.1	0.95568
238.00	-2873.98	4.99	1419.18	1.02499
239.00	-1442.71	5.86	1431.27	1.09278
240.00	1.00	7.15	1443.72	1.52046
